@RELATION scores

@ATTRIBUTE bm25_score	 NUMERIC
@ATTRIBUTE okapi_tf_score	   NUMERIC
@ATTRIBUTE tf_idf_score	     NUMERIC
@ATTRIBUTE lm_laplace_score	       NUMERIC
@ATTRIBUTE lm_jelinik_mercer	     NUMERIC
@ATTRIBUTE Score	          REAL

@Data
9.72,0.3509,3.56,-30.07,-94.6491,0
6.69,0.8479,2.45,-30.65,-94.2537,1
3.52,0.364,1.19,-30.84,-96.0347,0
7.56,1.0309,2.79,-30.63,-93.4121,0
3.4,0.3489,1.14,-30.87,-95.6439,0
4.73,0.5329,1.74,-30.71,-95.6292,0
5.5,0.663,1.88,-30.79,-94.6627,1
4.48,0.5518,1.44,-30.87,-95.348,0
7.61,0.4608,2.7,-30.45,-94.535,0
3.7,0.388,1.26,-30.82,-96.0334,0
9.54,0.8162,3.3,-30.5,-93.7416,1
3.66,0.3824,1.25,-30.85,-95.6402,1
4.01,0.4293,1.4,-30.77,-96.0316,0
3.31,0.6621,1.29,-30.75,-95.6238,1
3.92,0.4174,1.36,-30.79,-96.0321,0
3.35,0.0,1.08,-30.76,-96.0412,0
10.97,1.3362,4.4,-29.62,-92.6386,0
4.28,0.467,1.52,-30.8,-95.3539,0
8.32,0.6407,2.73,-30.63,-94.2527,1
5.51,0.6605,2.15,-30.58,-95.1207,0
0.0,0.0,0.0,-30.99,-96.7274,0
0.0,0.0,0.0,-30.99,-96.7205,1
0.0,0.0,0.0,-30.99,-96.7301,0
17.79,0.0,5.68,-74.43,-200.6962,0
18.81,0.3366,5.61,-75.18,-200.6981,0
25.78,0.0,8.38,-74.3,-194.9415,0
22.76,0.2195,6.82,-74.77,-196.3286,0
8.07,0.0,1.85,-75.66,-204.1525,0
4.67,0.0,1.58,-75.42,-204.8533,0
19.02,0.2773,5.62,-74.93,-198.9726,0
32.61,0.2391,9.32,-74.48,-194.6487,0
22.83,0.0,7.08,-74.65,-199.1936,0
11.64,0.0,3.09,-75.55,-202.2617,0
12.77,0.0,3.39,-75.53,-200.8936,0
29.44,0.1917,9.66,-73.92,-193.5537,0
32.43,0.1763,10.64,-73.75,0.0,0
28.02,0.2276,9.23,-74.05,-194.7391,0
31.96,0.2314,10.68,-73.63,-192.5649,0
15.99,0.0,4.67,-75.26,-200.8828,0
24.15,0.0,8.14,-73.91,-197.2994,0
29.67,0.471,8.77,-74.67,-195.2395,0
24.88,0.2092,7.67,-74.75,-196.4091,0
16.36,0.0,4.74,-75.1,-200.8719,0
29.14,0.2005,8.31,-74.43,-194.5152,0
19.14,0.0,5.64,-75.0,-199.3303,0
31.24,0.2709,10.19,-73.76,-194.5455,0
19.93,0.0,5.02,-75.42,-199.1733,0
22.71,0.0,7.24,-74.15,-197.656,0
33.06,0.0,10.15,-73.58,-194.156,0
21.25,0.0,6.43,-74.82,-196.8599,0
20.09,0.5619,6.07,-74.74,-199.8601,0
26.33,0.2792,8.02,-74.75,-197.0188,0
11.26,0.0,2.35,-75.66,-202.7931,0
12.42,0.0,3.36,-75.46,-202.1024,0
18.06,0.0,5.28,-75.12,-199.3316,0
30.95,0.0,9.44,-73.78,-195.1561,0
19.56,0.0,6.0,-74.95,-199.3512,0
14.2,0.0,3.85,-75.55,-200.8839,0
27.64,0.3971,9.02,-74.34,-195.745,0
30.61,0.3387,10.05,-73.84,-197.0937,1
11.45,0.0,3.03,-75.48,-203.4596,0
25.59,0.201,8.35,-74.19,-194.4311,0
19.61,0.3215,4.98,-75.38,-200.988,0
24.45,0.0,7.73,-74.22,-197.807,0
7.27,0.259,2.37,-75.62,-203.0792,0
9.93,0.5006,3.69,-74.91,-203.0656,0
10.47,0.0,2.76,-75.59,-202.112,0
23.39,0.0,7.22,-74.7,-196.5698,0
23.05,0.2796,6.85,-74.9,-197.5858,0
22.49,0.0,6.92,-74.68,-197.9605,0
21.64,0.412,6.51,-74.64,-196.5846,0
25.03,0.3826,8.01,-73.97,-197.9761,0
7.69,0.0,1.85,-75.7,-203.4822,0
13.17,0.0,5.05,-74.26,-203.0583,0
15.95,0.0,6.15,-74.12,-201.0617,0
6.81,0.0,2.7,-75.04,-203.9384,0
7.15,0.2474,2.5,-75.41,-203.4875,0
21.09,0.0,6.2,-75.06,-198.0735,0
9.46,0.0,2.56,-75.51,-203.0827,0
20.37,0.0,5.99,-75.17,-198.8071,0
24.5,0.5083,7.61,-74.84,-198.0948,0
9.34,0.0,3.46,-75.05,-203.467,0
19.84,0.338,5.98,-74.79,-199.5993,0
9.28,0.0,2.39,-75.61,-202.7994,0
9.94,0.0,2.33,-75.45,-204.1517,0
0.0,0.0,0.0,-75.83,-205.551,0
0.0,0.0,0.0,-75.83,-205.543,0
13.41,0.0,3.57,-75.42,-201.2872,1
7.7,0.0,1.74,-75.72,-203.3657,0
2.34,0.0,0.75,-75.76,-204.8587,0
7.16,0.0,1.71,-75.72,-203.4892,0
23.94,0.0,7.66,-74.38,-196.1648,0
11.93,0.3112,3.08,-75.57,-202.0882,0
25.63,0.0,8.52,-74.11,-196.6812,0
25.54,0.0,8.42,-74.29,-195.9818,0
16.53,0.6057,4.77,-75.32,-200.6978,0
21.89,0.3197,7.08,-74.16,-198.1748,0
11.68,0.0,3.11,-75.46,-203.4566,0
11.62,0.0,3.85,-75.4,-201.7021,0
6.6,0.0,2.27,-75.5,-203.7596,0
12.57,0.0,3.42,-75.35,-203.4552,0
12.64,0.1745,3.28,-75.59,-200.6237,0
10.27,0.2759,2.75,-75.65,-202.3824,0
0.0,0.0,0.0,-75.83,-205.5537,0
4.52,0.0,1.51,-75.29,-204.8563,0
1.96,0.2796,0.61,-75.79,-204.8665,0
18.88,0.4069,5.37,-75.39,-199.2089,0
10.99,0.0,2.82,-75.48,-202.3301,0
13.78,0.0,3.76,-75.32,-202.6548,0
21.27,0.0,6.57,-74.85,-197.9693,0
0.0,0.0,0.0,-75.83,-205.5445,0
28.75,0.0,8.23,-74.08,-200.4627,0
14.13,0.3983,3.89,-75.29,-201.6308,0
14.14,0.3992,3.9,-75.29,-201.6308,0
21.39,0.6988,6.6,-74.77,-200.5696,0
23.42,0.0,7.68,-73.92,-199.2484,0
8.42,0.3365,2.18,-75.7,-202.4031,1
16.86,0.3817,4.78,-75.09,-201.9611,0
14.73,0.0,4.61,-74.69,-202.5459,0
4.78,0.319,1.54,-75.71,-204.1664,0
9.17,0.0,2.1,-75.54,-204.1555,0
8.78,0.0,2.17,-75.68,-203.4709,0
17.68,0.0,5.04,-75.17,-198.984,0
14.44,0.0,3.37,-75.37,-202.101,0
6.68,0.0,1.42,-75.69,-204.1737,0
5.08,0.0,1.05,-75.78,-204.1796,0
18.31,0.0,5.85,-74.02,-198.8565,0
9.63,0.0,2.47,-75.48,-203.4778,0
10.52,0.0,2.64,-75.64,-202.6648,1
20.98,0.0,6.23,-74.74,-199.1845,0
11.92,0.0,3.09,-75.56,-202.0887,0
2.03,0.0,0.63,-75.77,-204.878,0
8.72,0.2192,2.11,-75.68,-202.8026,0
20.99,0.0,6.49,-74.6,-198.6432,0
0.0,0.0,0.0,-75.83,-205.5836,0
0.0,0.0,0.0,-73.4,-193.3248,0
30.14,0.255,9.89,-73.86,-193.6024,0
16.36,0.0,4.59,-75.3,-200.5564,0
11.79,0.2623,3.02,-75.58,-201.6513,0
18.16,0.3755,5.29,-75.18,-199.9085,0
7.14,0.0,2.9,-74.89,-203.7554,0
23.52,0.2657,6.98,-74.86,-197.9901,0
2.37,0.3522,0.77,-75.78,-204.4784,0
0.0,0.0,0.0,-75.83,-205.5718,0
0.0,0.0,0.0,-75.83,-205.5575,0
12.09,0.0,4.03,-75.34,-202.3776,1
0.0,0.0,0.0,-75.83,-205.5671,0
0.0,0.0,0.0,-75.83,-205.569,0
23.24,0.0,7.8,-73.94,-198.3223,0
18.8,0.2946,5.54,-74.95,-200.9924,0
0.0,0.0,0.0,-75.83,-205.5586,0
5.69,0.0,1.2,-75.76,-204.1716,0
16.53,0.2119,4.73,-75.44,-199.2861,0
17.46,0.2251,4.99,-75.19,-199.6872,0
15.84,0.0,4.51,-75.04,-202.0749,0
7.04,0.0,2.84,-74.9,-203.934,0
2.63,0.0,0.9,-75.74,-204.8506,0
13.91,0.0,3.06,-75.56,-201.9837,0
12.83,0.0,2.76,-75.63,-201.9876,0
14.11,0.3509,3.79,-75.33,-202.7756,0
10.89,0.0,2.76,-75.55,-202.6703,0
17.52,0.0,4.14,-75.47,-201.281,0
19.85,0.7539,6.32,-75.07,-199.0936,0
0.0,0.0,0.0,-75.83,-205.5445,0
25.99,0.0,8.42,-74.07,-196.6895,0
33.48,0.5536,9.69,-74.54,-197.0038,1
3.1,0.4976,1.09,-75.73,-204.4523,0
27.8,0.4074,8.93,-74.36,-194.9558,0
0.0,0.0,0.0,-75.83,-205.5505,0
9.29,0.3623,2.3,-75.69,-202.2787,0
0.0,0.0,0.0,-75.83,-205.5429,0
2.9,0.0,0.96,-75.71,-204.8544,0
2.71,0.0,0.86,-75.7,-204.875,0
11.47,0.0,2.9,-75.47,-203.4664,0
6.6,0.0,1.4,-75.7,-204.1746,0
7.68,0.0,1.79,-75.68,-203.4894,0
6.26,0.0,1.35,-75.75,-204.1657,0
20.13,0.0,6.62,-74.11,-200.2965,0
9.42,0.0,2.49,-75.6,-203.0711,0
2.5,0.0,0.78,-75.71,-204.88,0
7.89,0.0,2.63,-75.25,-204.1637,0
0.0,0.0,0.0,-75.83,-205.5658,0
1.54,0.0,0.47,-75.8,-204.8866,0
2.66,0.0,0.91,-75.74,-204.8501,0
2.77,0.0,0.85,-75.67,-204.89,0
16.71,0.2815,4.6,-75.49,-200.5895,0
0.0,0.0,0.0,-75.83,-205.5644,0
17.86,0.2113,4.33,-75.49,-199.9149,0
18.16,0.0,4.39,-75.44,-200.5983,0
16.66,0.0,4.9,-74.61,-202.6431,0
5.86,0.0,1.24,-75.76,-204.1697,0
20.41,0.3681,6.63,-74.51,-200.2886,0
7.0,0.0,1.51,-75.68,-204.1707,0
6.01,0.0,1.28,-75.75,-204.1682,0
0.0,0.0,0.0,-75.83,-205.564,0
7.79,0.0,2.47,-75.54,-203.483,0
11.57,0.0,3.07,-75.47,-203.4591,0
11.93,0.0,3.14,-75.57,-201.6985,0
11.34,0.0,2.77,-75.39,-203.3486,0
6.08,0.3826,2.11,-75.59,-203.7527,0
21.37,0.0,6.81,-74.56,-198.356,0
20.28,0.0,6.02,-75.03,-198.4198,0
20.72,0.0,6.43,-74.69,-198.6829,0
24.46,0.214,7.42,-74.79,-196.0427,0
18.79,0.0,5.85,-74.65,-198.6428,0
0.0,0.0,0.0,-75.83,-205.5538,0
22.17,0.0,7.13,-74.36,-196.7245,1
22.33,0.0,6.79,-74.88,-198.4919,0
12.89,0.5037,4.95,-74.6,-201.6789,0
19.82,0.0,6.36,-73.83,-199.7582,0
5.78,0.0,1.2,-75.72,-204.1842,0
0.0,0.0,0.0,-75.83,-205.5547,0
10.55,0.7778,4.03,-74.31,-203.4531,0
17.53,0.4504,6.9,-73.3,-201.9548,0
14.51,0.0,4.03,-75.45,-201.5678,0
5.94,0.0,1.26,-75.76,-204.169,0
7.41,0.0,1.66,-75.7,-204.1566,0
21.12,0.0,6.75,-74.38,-199.8895,0
14.93,0.0,3.49,-75.48,-202.0973,0
16.94,0.0,5.2,-74.81,-201.1672,0
11.29,0.0,2.87,-75.63,-201.986,0
22.76,0.0,7.53,-73.99,-198.9163,0
6.47,0.8042,2.71,-11.01,-45.8033,0
4.46,0.4509,1.38,-11.33,-46.9839,1
6.14,0.7433,2.5,-11.13,-45.9723,0
6.41,0.6944,2.13,-11.24,-46.9781,1
5.73,0.6972,1.92,-11.22,-46.5756,0
5.68,0.6114,1.77,-11.29,-45.6074,1
3.13,0.3767,1.04,-11.31,-47.2711,0
6.2,0.7543,2.54,-11.1,-46.1699,0
9.3,1.1519,3.7,-10.77,-44.965,0
4.36,0.582,1.61,-11.17,-46.7586,0
9.49,1.1816,3.61,-11.02,-45.3706,0
6.56,0.8213,2.77,-10.86,-46.4164,0
9.51,1.1792,3.64,-11.03,-45.0361,0
10.14,1.1826,3.68,-11.06,-44.9031,0
4.16,0.5461,1.51,-11.17,-47.265,0
0.0,0.0,0.0,-11.43,-48.3642,0
3.42,0.3394,1.14,-11.36,-47.6715,0
8.69,1.0528,3.4,-10.95,-45.1104,0
9.07,1.1157,3.54,-10.94,-45.5922,0
6.26,0.7644,2.57,-11.02,-46.5714,0
0.0,0.0,0.0,-11.43,-48.3673,0
6.21,0.756,2.55,-11.05,-46.5717,0
5.05,0.5213,1.6,-11.31,-46.9816,0
6.07,0.7306,2.46,-11.1,-46.5725,0
0.0,0.0,0.0,-11.43,-48.3619,0
4.62,0.6327,1.75,-11.11,-46.7566,0
5.99,0.7172,2.41,-11.1,-46.7538,0
4.42,0.47,1.58,-11.31,-47.2672,0
8.52,1.1624,3.19,-10.88,-45.879,0
5.47,0.6283,2.12,-11.24,-46.5766,0
6.16,0.7466,2.51,-11.11,-46.1703,0
6.49,0.7422,2.2,-11.2,-46.2893,1
6.29,0.7701,2.59,-11.01,-46.5712,0
6.64,0.8375,2.82,-10.92,-45.7277,0
2.7,0.3147,0.87,-11.34,-47.275,0
6.05,0.7274,2.45,-11.11,-46.5726,0
5.73,0.6713,2.26,-11.18,-46.7553,0
9.41,1.1768,3.73,-10.81,-45.3686,0
6.22,0.7588,2.56,-11.04,-46.5716,0
10.61,1.2615,3.93,-10.98,-44.6794,0
5.9,0.7006,2.36,-11.16,-46.421,0
4.59,0.4953,1.46,-11.33,-46.5821,1
4.12,0.4681,1.28,-11.32,-46.9833,1
4.02,0.5211,1.44,-11.2,-47.2656,0
6.34,0.7803,2.63,-10.98,-46.5709,0
8.96,1.1009,3.55,-10.85,-44.9022,0
5.42,0.6194,2.09,-11.24,-46.5771,0
6.61,0.8325,2.8,-10.92,-45.8807,0
6.44,0.8223,2.26,-11.13,-46.0659,0
9.17,1.1051,3.5,-10.95,-45.879,0
6.59,0.8275,2.79,-10.83,-46.4162,0
6.39,0.79,2.66,-10.94,-46.5706,0
6.17,0.7488,2.52,-11.08,-46.419,0
6.18,0.7505,2.53,-11.06,-46.5718,0
6.22,0.7573,2.55,-11.08,-46.2863,0
5.33,0.6051,2.04,-11.2,-47.2637,0
5.39,0.6147,2.07,-11.22,-46.9781,0
9.23,1.114,3.53,-10.94,-45.8789,0
2.76,0.3227,0.89,-11.34,-47.2744,0
5.54,0.6394,2.15,-11.22,-46.7564,0
5.53,0.5799,1.78,-11.29,-46.9802,0
5.53,0.6375,2.15,-11.23,-46.5762,0
5.57,0.6444,2.17,-11.21,-46.7562,0
6.14,0.7427,2.5,-11.11,-46.287,0
3.2,0.3136,1.06,-11.37,-47.6724,0
5.16,0.5463,1.66,-11.31,-46.981,0
3.32,0.4055,1.12,-11.3,-46.9874,0
4.41,0.5931,1.64,-11.17,-46.5784,0
6.68,0.8453,2.85,-10.87,-45.88,0
6.15,0.7451,2.51,-11.1,-46.2869,0
4.09,0.5339,1.48,-11.21,-46.9808,0
11.17,1.4911,4.58,-10.64,-44.0101,0
6.35,0.7817,2.63,-11.06,-45.8839,0
12.88,0.0,0.0,-10.72,-43.8027,0
5.11,0.5715,1.92,-11.26,-46.9795,0
8.79,1.0699,3.4,-11.0,-45.5931,0
8.55,1.0068,3.2,-11.07,-45.8807,0
6.5,0.8097,2.73,-10.96,-46.1672,0
9.39,1.1661,3.68,-10.87,-45.7244,0
6.05,0.7265,2.45,-11.14,-46.1714,0
4.52,0.613,1.7,-11.06,-47.2635,0
5.22,0.5878,1.98,-11.25,-46.9789,0
5.06,0.5636,1.9,-11.28,-46.7595,0
6.59,0.8287,2.79,-10.92,-45.9672,0
6.35,0.7813,2.63,-11.06,-45.8839,0
6.19,0.7526,2.53,-11.05,-46.5718,0
8.37,1.1508,3.16,-10.89,-44.5014,0
4.49,0.6066,1.68,-11.14,-46.7576,0
6.56,0.8218,2.77,-10.91,-46.1666,0
2.07,0.2295,0.64,-11.37,-47.6767,0
8.65,1.0274,3.28,-11.04,-45.7269,0
6.71,0.8515,2.87,-10.89,-45.478,0
6.49,0.8087,2.72,-10.94,-46.2841,0
4.54,0.4866,1.64,-11.31,-47.2666,0
8.49,0.9896,3.12,-11.08,-46.2846,0
6.6,0.829,2.79,-10.86,-46.2833,0
6.16,0.7461,2.51,-11.1,-46.2868,0
6.43,0.7978,2.69,-11.02,-45.9689,0
6.49,0.8088,2.72,-10.99,-45.9683,0
6.44,0.7992,2.69,-11.02,-45.8828,0
6.14,0.7433,2.5,-11.12,-46.0664,0
5.59,0.6488,2.18,-11.22,-46.4236,0
5.86,0.6415,1.93,-11.26,-46.577,1
6.77,0.8625,2.9,-10.84,-45.4771,0
6.15,0.7456,2.51,-11.1,-46.2868,0
6.89,0.8874,2.99,-10.61,-45.8777,0
8.33,0.9817,3.15,-11.08,-45.5951,0
6.33,0.7779,2.62,-11.06,-45.9701,0
6.31,0.7739,2.61,-11.07,-45.9704,0
6.5,0.8105,2.73,-11.01,-45.6615,0
6.51,0.8132,2.74,-10.95,-46.167,0
5.81,0.6851,2.31,-11.19,-46.2899,0
6.14,0.744,2.51,-11.12,-46.0663,0
8.85,1.0923,3.54,-10.82,-44.6805,0
6.41,0.7928,2.67,-11.02,-46.0636,0
6.12,0.7404,2.49,-11.08,-46.5722,0
6.18,0.7512,2.53,-11.06,-46.5718,0
6.07,0.7312,2.46,-11.14,-46.0671,0
6.08,0.7325,2.47,-11.13,-46.171,0
5.85,0.6914,2.33,-11.17,-46.5739,0
5.27,0.5481,1.68,-11.3,-46.981,1
5.47,0.6288,2.12,-11.24,-46.5766,0
2.85,0.2723,0.92,-11.38,-47.6742,1
10.81,1.3,4.06,-10.9,-44.4173,0
4.56,0.4891,1.65,-11.25,-47.6682,0
6.32,0.7756,2.61,-11.04,-46.2855,0
5.1,0.5697,1.92,-11.24,-47.2644,0
6.16,0.6807,2.04,-11.24,-46.576,1
4.8,0.5239,1.76,-11.3,-46.7615,1
6.36,0.7833,2.64,-11.06,-45.8838,0
8.98,0.9986,3.02,-11.19,-45.1934,1
8.99,1.103,3.56,-10.86,-44.9664,0
4.84,0.4955,1.52,-11.32,-46.9824,1
3.3,0.4034,1.12,-11.3,-47.2698,0
0.0,1.6138,4.92,-10.79,-43.6859,0
8.58,0.9618,2.87,-11.21,-44.9089,0
5.5,0.6806,1.86,-11.24,-46.2911,0
6.67,0.8437,2.84,-10.9,-45.659,0
8.13,1.0995,3.01,-11.01,-45.038,0
6.87,0.8722,2.39,-11.06,-46.9759,0
6.68,0.8845,2.41,-11.1,-45.8834,0
5.72,0.6407,1.9,-11.28,-46.577,1
6.45,0.8013,2.7,-11.02,-45.8035,0
5.06,0.6237,1.7,-11.26,-46.0728,1
3.2,0.3878,1.08,-11.3,-47.2705,0
0.0,0.0,0.0,-11.43,-48.3648,1
4.28,0.4303,1.32,-11.34,-46.9846,1
10.98,1.3078,3.9,-11.02,-44.6799,1
7.15,0.7674,2.26,-11.26,-46.2888,1
5.64,0.6569,2.21,-11.11,-47.2627,0
7.43,0.9787,2.69,-10.99,-46.2847,0
6.72,0.8537,2.87,-10.84,-45.8001,0
5.66,0.6599,2.22,-11.19,-46.7556,0
5.78,0.7043,1.93,-11.21,-46.5755,0
6.56,0.8213,2.77,-10.92,-46.1667,0
5.48,0.5927,1.78,-11.28,-46.5784,1
7.01,0.9239,2.54,-11.03,-45.8824,0
6.5,0.8102,2.73,-10.96,-46.1672,0
3.85,0.4924,1.37,-11.23,-47.2665,0
3.74,0.4734,1.31,-11.24,-47.2671,0
3.0,0.3577,0.99,-11.3,-47.6709,0
4.96,0.5478,1.84,-11.29,-46.7602,0
0.0,0.0,0.0,-11.43,-48.3616,0
7.93,1.0568,2.9,-11.0,-45.6587,0
6.29,0.7418,2.17,-11.19,-45.8879,1
3.56,0.4436,1.23,-11.28,-46.9851,0
5.63,0.6543,2.2,-11.11,-47.2627,0
4.1,0.5353,1.48,-11.22,-46.7609,0
3.99,0.5172,1.43,-11.22,-46.9815,0
5.3,0.6332,1.74,-11.25,-46.5772,0
2.66,0.2519,0.85,-11.38,-47.6753,1
3.38,0.4154,1.15,-11.3,-46.9868,0
9.08,1.2702,3.48,-10.85,-44.7846,0
6.13,0.7414,2.5,-11.12,-46.0665,0
4.63,0.4991,1.68,-11.3,-47.2663,1
5.9,0.7186,1.97,-11.19,-46.9777,0
6.39,0.7898,2.66,-11.04,-45.9694,0
6.37,0.7857,2.65,-11.04,-46.0639,0
6.3,0.7732,2.6,-11.07,-45.9704,0
5.75,0.6753,2.27,-11.2,-46.4222,0
3.57,0.4452,1.23,-11.28,-46.985,0
5.81,0.6859,2.31,-11.19,-46.2899,0
5.19,0.5835,1.96,-11.26,-46.7586,0
5.92,0.7043,2.37,-11.17,-46.2889,0
0.0,0.0,0.0,-11.43,-48.368,0
8.23,0.9881,3.17,-11.07,-45.3732,0
5.42,0.6209,2.09,-11.22,-46.9779,0
8.23,0.9874,3.16,-11.07,-45.3732,0
6.63,0.8349,2.81,-10.93,-45.7279,0
5.89,0.6992,2.35,-11.17,-46.2891,0
5.97,0.7137,2.4,-11.15,-46.4204,0
6.34,0.7809,2.63,-11.06,-45.9699,0
8.56,1.026,3.24,-11.06,-45.8803,0
6.36,0.7847,2.64,-11.05,-45.8837,0
6.02,0.7223,2.43,-11.14,-46.288,0
2.74,0.3197,0.89,-11.33,-47.6722,0
6.59,0.8269,2.78,-10.95,-45.7285,0
6.77,0.8596,2.36,-11.11,-46.5727,0
6.22,0.771,2.12,-11.17,-46.5741,0
6.36,0.7842,2.64,-11.05,-45.9697,0
3.68,0.4634,1.28,-11.25,-47.2674,0
10.39,1.3206,4.18,-10.42,-45.3664,0
8.91,1.0985,3.55,-10.82,-44.7313,0
6.89,0.887,2.99,-10.69,-45.5919,0
9.14,1.1364,3.67,-10.72,-44.6303,0
6.44,0.7982,2.69,-11.02,-45.9689,0
9.92,1.2285,3.87,-10.89,-44.9655,0
6.09,0.734,2.47,-11.14,-45.973,0
4.72,0.513,1.73,-11.29,-47.2659,0
3.18,0.3112,1.05,-11.37,-47.6725,0
9.04,1.1112,3.58,-10.84,-44.9662,0
3.18,0.3112,1.05,-11.37,-47.6725,0
6.0,0.7372,2.03,-11.19,-46.5748,0
6.52,0.814,2.74,-11.0,-45.6612,0
5.87,0.6954,2.34,-11.18,-46.2894,0
6.35,0.7816,2.63,-10.91,-46.7521,0
5.45,0.6255,2.11,-11.23,-46.7569,0
6.0,0.7178,2.42,-11.15,-46.2882,0
4.6,0.5322,1.46,-11.29,-46.9814,0
7.29,0.9546,2.62,-11.02,-46.2851,0
8.57,1.0347,3.29,-11.04,-45.5938,0
6.53,0.8172,2.75,-10.97,-45.8816,0
4.14,0.5433,1.51,-11.2,-46.9805,0
4.18,0.5498,1.52,-11.16,-47.2649,0
2.79,0.3266,0.91,-11.32,-47.6719,0
6.65,0.8402,2.83,-10.91,-45.7275,0
11.59,1.3956,4.29,-10.9,-45.0329,0
8.47,1.0108,3.25,-11.03,-45.3725,0
6.34,0.7911,2.17,-11.16,-46.5738,0
3.35,0.4101,1.14,-11.26,-47.6696,0
10.4,1.3397,4.16,-10.75,-45.1858,0
3.29,0.402,1.11,-11.3,-47.2698,0
5.54,0.6404,2.16,-11.23,-46.424,0
5.08,0.5658,1.91,-11.24,-47.2645,0
4.1,0.5364,1.49,-11.18,-47.2652,0
4.26,0.5638,1.56,-11.14,-47.2646,0
5.19,0.5836,1.97,-11.25,-46.9791,0
6.06,0.7428,2.04,-11.18,-46.9774,0
6.98,0.8928,2.45,-11.08,-46.5722,0
9.29,1.1317,3.61,-10.89,-45.5919,0
6.28,0.7689,2.59,-11.05,-46.2858,0
5.98,0.7148,2.41,-11.13,-46.5731,0
5.85,0.6918,2.33,-11.18,-46.4214,0
6.45,0.8017,2.7,-11.01,-45.9687,0
5.93,0.706,2.38,-11.16,-46.2888,0
7.85,0.9183,2.93,-11.15,-45.7294,0
6.65,0.8389,2.82,-10.86,-46.0613,0
8.29,0.9147,2.7,-11.2,-46.2864,0
6.18,0.765,2.1,-11.18,-46.5743,0
4.84,0.6769,1.88,-10.99,-46.9764,0
4.24,0.4447,1.5,-11.33,-47.2681,0
4.11,0.4689,1.29,-11.32,-46.5833,0
8.29,0.9147,2.7,-11.2,-46.2864,0
5.04,0.5932,1.63,-11.28,-46.1778,0
5.95,0.7087,2.39,-11.12,-46.7541,0
7.12,0.9494,2.62,-10.99,-45.7286,0
6.01,0.7196,2.42,-11.15,-46.2881,0
4.9,0.5398,1.82,-11.29,-46.9806,0
3.59,0.4495,1.25,-11.26,-47.2679,0
5.74,0.6735,2.27,-11.2,-46.2906,0
9.38,1.1612,3.65,-10.89,-45.8782,0
6.6,0.8307,2.8,-10.96,-45.5363,0
10.1,1.258,3.95,-10.85,-45.0698,0
8.35,0.9925,3.2,-11.05,-45.373,0
8.52,1.1677,3.2,-10.94,-45.1896,0
5.67,0.6618,2.23,-11.21,-46.4229,0
6.4,0.7911,2.66,-11.05,-45.8042,0
3.19,0.3869,1.07,-11.31,-47.2706,0
6.66,0.8416,2.83,-10.74,-46.4157,0
5.75,0.6743,2.27,-11.2,-46.2905,0
6.75,0.7353,2.33,-11.25,-46.2895,0
6.36,0.7847,2.64,-10.96,-46.5708,0
5.99,0.7169,2.41,-11.15,-46.2882,0
4.66,0.5041,1.7,-11.31,-46.9821,0
0.0,0.0,0.0,-11.43,-48.3628,0
6.64,0.8371,2.82,-10.89,-45.9667,0
8.21,0.9837,3.15,-11.07,-45.3733,0
9.91,1.2287,3.88,-10.73,-45.8773,0
5.68,0.6631,2.23,-11.21,-46.4228,0
5.51,0.6351,2.14,-11.24,-46.4243,0
5.21,0.5861,1.97,-11.26,-46.7585,0
3.44,0.3422,1.15,-11.36,-47.6714,0
6.66,0.8415,2.83,-10.92,-45.5953,0
7.89,0.9433,3.05,-11.09,-45.1144,0
6.16,0.7475,2.52,-11.1,-46.2868,0
7.35,0.8595,2.78,-11.17,-45.1976,0
6.66,0.8418,2.83,-10.92,-45.5953,0
8.57,1.0342,3.34,-10.98,-45.111,0
8.67,1.059,3.43,-10.91,-44.8434,0
5.94,0.7068,2.38,-11.14,-46.5734,0
7.38,0.858,2.77,-11.18,-45.3779,0
5.71,0.6679,2.25,-11.18,-46.7554,0
6.34,0.7803,2.63,-11.05,-46.0642,0
6.31,0.7741,2.61,-11.08,-45.7324,0
6.59,0.8275,2.79,-10.96,-45.5964,0
6.52,0.8149,2.74,-10.83,-46.5699,0
6.59,0.8277,2.79,-10.94,-45.8017,0
6.74,0.857,2.89,-10.79,-45.9657,0
6.23,0.7593,2.56,-11.08,-46.2862,0
7.52,0.8791,2.83,-11.16,-45.377,0
6.59,0.8275,2.79,-10.95,-45.7284,0
8.35,1.0201,3.29,-10.98,-44.9052,0
6.5,0.8111,2.73,-11.0,-45.8028,0
6.39,0.7889,2.66,-11.02,-46.1681,0
8.92,1.0967,3.54,-10.85,-44.842,0
9.96,1.1543,3.55,-11.12,-44.5014,0
8.77,1.0702,3.46,-10.91,-44.9675,0
8.31,1.0061,3.23,-11.03,-45.1915,0
1.93,0.2119,0.59,-11.37,-47.6781,0
5.72,0.6696,2.25,-11.19,-46.5748,0
8.42,0.9959,3.19,-11.06,-45.5947,0
8.94,1.0958,3.53,-10.87,-44.9666,0
5.4,0.6164,2.08,-11.18,-47.2634,0
5.62,0.6537,2.2,-11.22,-46.2917,0
7.71,0.9046,2.9,-11.15,-45.4805,0
0.0,0.0,0.0,-11.43,-48.3669,0
6.39,0.7888,2.66,-11.05,-45.8834,0
4.92,0.5768,1.58,-11.27,-46.9803,0
6.49,0.8083,2.72,-11.01,-45.6617,0
