@RELATION scores

@ATTRIBUTE bm25_score	 NUMERIC
@ATTRIBUTE okapi_tf_score	   NUMERIC
@ATTRIBUTE tf_idf_score	     NUMERIC
@ATTRIBUTE lm_laplace_score	       NUMERIC
@ATTRIBUTE lm_jelinik_mercer	     NUMERIC
@ATTRIBUTE Score	          REAL

@Data
5.09,0.59,1.92,-30.62,-95.6265,?
3.08,0.5996,1.17,-30.83,-95.6261,?
1.08,0.1666,0.32,-30.97,-96.0588,?
3.58,0.3714,1.21,-30.83,-96.0343,?
4.31,0.5271,1.37,-30.87,-95.3493,?
7.99,0.0,3.45,0.0,-94.2409,?
4.91,0.561,1.83,-30.67,-95.6278,?
0.0,0.0,0.0,-30.99,-96.7247,?
3.8,0.4012,1.31,-30.81,-96.0328,?
3.74,0.3926,1.28,-30.81,-96.0332,?
1.83,0.1899,0.56,-30.94,-96.0533,?
2.23,0.3898,0.76,-30.92,-96.0333,?
0.0,0.0,0.0,-30.99,-96.735,?
0.0,0.0,0.0,-30.99,-96.7196,?
0.0,0.0,0.0,-30.99,-96.7266,?
5.47,0.6537,2.13,-30.55,-95.3403,?
0.0,0.0,0.0,-30.99,-96.7213,?
0.0,0.0,0.0,-30.99,-96.726,?
9.53,0.4104,3.49,-30.19,-94.0281,?
0.0,0.0,0.0,-30.99,-96.727,?
3.88,0.4112,1.34,-30.8,-96.0323,?
4.38,0.0,1.5,-30.59,-96.0337,?
3.92,0.4163,1.36,-30.79,-96.0321,?
2.2,0.3844,0.75,-30.93,-96.0336,?
3.56,0.3697,1.2,-30.84,-96.0343,?
6.82,0.8945,2.44,-30.66,-94.9361,?
6.12,0.7617,2.15,-30.74,-94.6571,?
6.54,0.8799,2.29,-30.74,-94.5365,?
3.81,0.8159,1.59,-30.58,-94.779,?
3.83,0.4049,1.32,-30.84,-95.638,?
0.0,0.0,0.0,-30.99,-96.7268,?
0.0,0.0,0.0,-30.99,-96.7259,?
4.82,0.0,1.69,-30.48,-96.0315,?
4.91,0.5619,1.83,-30.67,-95.6278,?
5.0,0.5755,1.87,-30.69,-95.345,?
0.0,0.0,0.0,-30.99,-96.7277,?
0.0,0.0,0.0,-30.99,-96.736,?
11.97,1.2608,4.46,-30.16,-92.4588,?
10.99,1.2532,4.05,-30.4,-92.3082,?
3.82,0.4039,1.32,-30.84,-95.6381,?
6.9,0.9947,2.48,-30.73,-93.4144,?
4.71,0.5311,1.73,-30.74,-95.3482,?
7.0,1.0457,2.55,-30.7,-93.6936,?
6.27,0.8335,2.17,-30.78,-93.9734,?
0.0,0.0,0.0,-30.99,-96.7421,?
3.75,0.3943,1.28,-30.84,-95.639,?
6.94,0.952,2.48,-30.72,-93.9667,?
3.21,0.3247,1.06,-30.87,-96.0371,?
5.86,0.7188,2.03,-30.76,-94.6593,?
4.58,0.5115,1.67,-30.74,-95.6304,?
0.0,0.0,0.0,-30.99,-96.7367,?
0.0,0.0,0.0,-30.99,-96.734,?
3.66,0.3826,1.25,-30.82,-96.0337,?
8.26,1.1475,3.2,-30.3,-94.4229,?
0.0,0.0,0.0,-30.99,-96.7305,?
0.0,0.0,0.0,-30.99,-96.7215,?
4.6,0.5146,1.68,-30.74,-95.6302,?
8.94,1.1233,3.07,-30.66,-93.5599,?
9.25,0.8729,3.29,-30.51,-93.4074,?
5.31,0.6256,2.04,-30.61,-95.3419,?
4.9,0.5603,1.83,-30.72,-95.1287,?
2.48,0.2391,0.78,-30.92,-96.0453,?
2.34,0.2239,0.73,-30.92,-96.0474,?
0.0,0.0,0.0,-30.99,-96.7328,?
2.23,0.2119,0.69,-30.93,-96.0493,?
2.99,0.2978,0.97,-30.89,-96.0392,?
0.0,0.0,0.0,-30.99,-96.7375,?
5.9,0.7306,2.38,-30.43,-94.9368,?
0.0,0.0,0.0,-30.99,-96.7304,?
4.71,0.5299,1.73,-30.74,-95.3483,?
3.77,0.3962,1.29,-30.84,-95.6388,?
3.37,0.3443,1.12,-30.86,-96.0358,?
0.0,0.0,0.0,-30.99,-96.727,?
9.89,0.903,3.4,-30.52,-93.5589,?
3.64,0.3789,1.23,-30.85,-95.6405,?
4.59,0.5123,1.67,-30.74,-95.6304,?
1.86,0.3112,0.61,-30.95,-96.0381,?
4.97,0.5706,1.86,-30.65,-95.6274,?
4.97,0.5706,1.86,-30.65,-95.6274,?
0.0,0.0,0.0,-30.99,-96.7255,?
0.0,0.0,0.0,-30.99,-96.7238,?
5.22,0.0,1.99,-30.42,-95.6257,?
0.0,0.0,0.0,-30.99,-96.725,?
3.11,0.313,1.02,-30.88,-96.038,?
3.2,0.3234,1.05,-30.87,-96.0372,?
0.0,0.0,0.0,-30.99,-96.7217,?
9.52,1.1782,3.38,-30.53,-93.7379,?
8.15,1.1246,3.14,-30.44,-93.4414,?
5.5,0.6579,2.14,-30.6,-94.9424,?
4.05,0.2985,1.27,-30.83,-94.9579,?
4.91,0.5008,1.55,-30.84,-95.3508,?
0.0,0.0,0.0,-30.99,-96.7284,?
5.38,0.0,1.95,-30.49,-95.3509,?
2.14,0.3697,0.72,-30.93,-96.0343,?
1.48,0.2374,0.46,-30.96,-96.0455,?
0.0,0.0,0.0,-30.99,-96.7371,?
6.2,0.7885,2.16,-30.74,-94.9394,?
2.46,0.2374,0.77,-30.92,-96.0455,?
0.0,0.0,0.0,-30.99,-96.7438,?
8.2,1.1323,3.19,-30.3,-94.2421,?
3.5,0.3617,1.18,-30.84,-96.0348,?
2.05,0.3524,0.69,-30.94,-96.0353,?
6.12,0.3494,2.05,-30.6,-95.3424,?
7.17,0.9372,2.66,-30.58,-94.4294,?
0.0,0.0,0.0,-30.99,-96.7399,?
5.11,0.5935,1.93,-30.68,-95.1257,?
4.97,0.5709,1.86,-30.71,-95.1277,?
2.74,0.2691,0.88,-30.9,-96.0418,?
3.85,0.4069,1.33,-30.84,-95.6379,?
9.22,0.8339,3.21,-30.56,-93.7407,?
3.24,0.3292,1.07,-30.87,-96.0368,?
4.05,0.2985,1.27,-30.83,-94.9579,?
4.65,0.5768,1.5,-30.86,-95.3469,?
0.0,0.0,0.0,-30.99,-96.7443,?
8.25,0.9815,2.8,-30.68,-93.9652,?
0.0,0.0,0.0,-30.99,-96.7254,?
2.38,0.2286,0.74,-30.92,-96.0467,?
0.0,0.0,0.0,-30.99,-96.7308,?
8.29,0.6433,3.0,-30.46,-94.1005,?
5.09,0.6884,1.69,-30.84,-94.9435,?
1.87,0.3136,0.61,-30.95,-96.0379,?
6.23,0.827,2.15,-30.77,-94.5387,?
2.19,0.3817,0.74,-30.93,-96.0337,?
1.93,0.3253,0.63,-30.94,-96.0371,?
5.34,0.632,2.06,-30.6,-95.3415,?
8.43,1.2104,3.24,-30.51,-93.0514,?
11.54,0.9467,4.09,-30.33,-92.9316,?
7.59,1.0435,2.8,-30.64,-93.5631,?
4.27,0.4653,1.52,-30.8,-95.3541,?
3.12,0.3136,1.02,-30.88,-96.0379,?
6.98,0.8963,2.64,-30.56,-93.8519,?
5.21,0.2395,1.64,-30.74,-95.3521,?
6.1,0.7831,2.1,-30.78,-94.2583,?
5.14,0.5986,1.95,-30.6,-95.6262,?
9.72,0.3509,3.56,-30.07,-94.6491,?
6.69,0.8479,2.45,-30.65,-94.2537,?
3.52,0.364,1.19,-30.84,-96.0347,?
7.56,1.0309,2.79,-30.63,-93.4121,?
3.4,0.3489,1.14,-30.87,-95.6439,?
4.73,0.5329,1.74,-30.71,-95.6292,?
5.5,0.663,1.88,-30.79,-94.6627,?
4.48,0.5518,1.44,-30.87,-95.348,?
7.61,0.4608,2.7,-30.45,-94.535,?
3.7,0.388,1.26,-30.82,-96.0334,?
9.54,0.8162,3.3,-30.5,-93.7416,?
3.66,0.3824,1.25,-30.85,-95.6402,?
4.01,0.4293,1.4,-30.77,-96.0316,?
3.31,0.6621,1.29,-30.75,-95.6238,?
3.92,0.4174,1.36,-30.79,-96.0321,?
3.35,0.0,1.08,-30.76,-96.0412,?
10.97,1.3362,4.4,-29.62,-92.6386,?
4.28,0.467,1.52,-30.8,-95.3539,?
8.32,0.6407,2.73,-30.63,-94.2527,?
5.51,0.6605,2.15,-30.58,-95.1207,?
0.0,0.0,0.0,-30.99,-96.7274,?
0.0,0.0,0.0,-30.99,-96.7205,?
0.0,0.0,0.0,-30.99,-96.7301,?
17.79,0.0,5.68,-74.43,-200.6962,?
18.81,0.3366,5.61,-75.18,-200.6981,?
25.78,0.0,8.38,-74.3,-194.9415,?
22.76,0.2195,6.82,-74.77,-196.3286,?
8.07,0.0,1.85,-75.66,-204.1525,?
4.67,0.0,1.58,-75.42,-204.8533,?
19.02,0.2773,5.62,-74.93,-198.9726,?
32.61,0.2391,9.32,-74.48,-194.6487,?
22.83,0.0,7.08,-74.65,-199.1936,?
11.64,0.0,3.09,-75.55,-202.2617,?
12.77,0.0,3.39,-75.53,-200.8936,?
29.44,0.1917,9.66,-73.92,-193.5537,?
32.43,0.1763,10.64,-73.75,0.0,?
28.02,0.2276,9.23,-74.05,-194.7391,?
31.96,0.2314,10.68,-73.63,-192.5649,?
15.99,0.0,4.67,-75.26,-200.8828,?
24.15,0.0,8.14,-73.91,-197.2994,?
29.67,0.471,8.77,-74.67,-195.2395,?
24.88,0.2092,7.67,-74.75,-196.4091,?
16.36,0.0,4.74,-75.1,-200.8719,?
29.14,0.2005,8.31,-74.43,-194.5152,?
19.14,0.0,5.64,-75.0,-199.3303,?
31.24,0.2709,10.19,-73.76,-194.5455,?
19.93,0.0,5.02,-75.42,-199.1733,?
22.71,0.0,7.24,-74.15,-197.656,?
33.06,0.0,10.15,-73.58,-194.156,?
21.25,0.0,6.43,-74.82,-196.8599,?
20.09,0.5619,6.07,-74.74,-199.8601,?
26.33,0.2792,8.02,-74.75,-197.0188,?
11.26,0.0,2.35,-75.66,-202.7931,?
12.42,0.0,3.36,-75.46,-202.1024,?
18.06,0.0,5.28,-75.12,-199.3316,?
30.95,0.0,9.44,-73.78,-195.1561,?
19.56,0.0,6.0,-74.95,-199.3512,?
14.2,0.0,3.85,-75.55,-200.8839,?
27.64,0.3971,9.02,-74.34,-195.745,?
30.61,0.3387,10.05,-73.84,-197.0937,?
11.45,0.0,3.03,-75.48,-203.4596,?
25.59,0.201,8.35,-74.19,-194.4311,?
19.61,0.3215,4.98,-75.38,-200.988,?
24.45,0.0,7.73,-74.22,-197.807,?
7.27,0.259,2.37,-75.62,-203.0792,?
9.93,0.5006,3.69,-74.91,-203.0656,?
10.47,0.0,2.76,-75.59,-202.112,?
23.39,0.0,7.22,-74.7,-196.5698,?
23.05,0.2796,6.85,-74.9,-197.5858,?
22.49,0.0,6.92,-74.68,-197.9605,?
21.64,0.412,6.51,-74.64,-196.5846,?
25.03,0.3826,8.01,-73.97,-197.9761,?
7.69,0.0,1.85,-75.7,-203.4822,?
13.17,0.0,5.05,-74.26,-203.0583,?
15.95,0.0,6.15,-74.12,-201.0617,?
6.81,0.0,2.7,-75.04,-203.9384,?
7.15,0.2474,2.5,-75.41,-203.4875,?
21.09,0.0,6.2,-75.06,-198.0735,?
9.46,0.0,2.56,-75.51,-203.0827,?
20.37,0.0,5.99,-75.17,-198.8071,?
24.5,0.5083,7.61,-74.84,-198.0948,?
9.34,0.0,3.46,-75.05,-203.467,?
19.84,0.338,5.98,-74.79,-199.5993,?
9.28,0.0,2.39,-75.61,-202.7994,?
9.94,0.0,2.33,-75.45,-204.1517,?
0.0,0.0,0.0,-75.83,-205.551,?
0.0,0.0,0.0,-75.83,-205.543,?
13.41,0.0,3.57,-75.42,-201.2872,?
7.7,0.0,1.74,-75.72,-203.3657,?
2.34,0.0,0.75,-75.76,-204.8587,?
7.16,0.0,1.71,-75.72,-203.4892,?
23.94,0.0,7.66,-74.38,-196.1648,?
11.93,0.3112,3.08,-75.57,-202.0882,?
25.63,0.0,8.52,-74.11,-196.6812,?
25.54,0.0,8.42,-74.29,-195.9818,?
16.53,0.6057,4.77,-75.32,-200.6978,?
21.89,0.3197,7.08,-74.16,-198.1748,?
11.68,0.0,3.11,-75.46,-203.4566,?
11.62,0.0,3.85,-75.4,-201.7021,?
6.6,0.0,2.27,-75.5,-203.7596,?
12.57,0.0,3.42,-75.35,-203.4552,?
12.64,0.1745,3.28,-75.59,-200.6237,?
10.27,0.2759,2.75,-75.65,-202.3824,?
0.0,0.0,0.0,-75.83,-205.5537,?
4.52,0.0,1.51,-75.29,-204.8563,?
1.96,0.2796,0.61,-75.79,-204.8665,?
18.88,0.4069,5.37,-75.39,-199.2089,?
10.99,0.0,2.82,-75.48,-202.3301,?
13.78,0.0,3.76,-75.32,-202.6548,?
21.27,0.0,6.57,-74.85,-197.9693,?
0.0,0.0,0.0,-75.83,-205.5445,?
28.75,0.0,8.23,-74.08,-200.4627,?
14.13,0.3983,3.89,-75.29,-201.6308,?
14.14,0.3992,3.9,-75.29,-201.6308,?
21.39,0.6988,6.6,-74.77,-200.5696,?
23.42,0.0,7.68,-73.92,-199.2484,?
8.42,0.3365,2.18,-75.7,-202.4031,?
16.86,0.3817,4.78,-75.09,-201.9611,?
14.73,0.0,4.61,-74.69,-202.5459,?
4.78,0.319,1.54,-75.71,-204.1664,?
9.17,0.0,2.1,-75.54,-204.1555,?
8.78,0.0,2.17,-75.68,-203.4709,?
17.68,0.0,5.04,-75.17,-198.984,?
14.44,0.0,3.37,-75.37,-202.101,?
6.68,0.0,1.42,-75.69,-204.1737,?
5.08,0.0,1.05,-75.78,-204.1796,?
18.31,0.0,5.85,-74.02,-198.8565,?
9.63,0.0,2.47,-75.48,-203.4778,?
10.52,0.0,2.64,-75.64,-202.6648,?
20.98,0.0,6.23,-74.74,-199.1845,?
11.92,0.0,3.09,-75.56,-202.0887,?
2.03,0.0,0.63,-75.77,-204.878,?
8.72,0.2192,2.11,-75.68,-202.8026,?
20.99,0.0,6.49,-74.6,-198.6432,?
0.0,0.0,0.0,-75.83,-205.5836,?
0.0,0.0,0.0,-73.4,-193.3248,?
30.14,0.255,9.89,-73.86,-193.6024,?
16.36,0.0,4.59,-75.3,-200.5564,?
11.79,0.2623,3.02,-75.58,-201.6513,?
18.16,0.3755,5.29,-75.18,-199.9085,?
7.14,0.0,2.9,-74.89,-203.7554,?
23.52,0.2657,6.98,-74.86,-197.9901,?
2.37,0.3522,0.77,-75.78,-204.4784,?
0.0,0.0,0.0,-75.83,-205.5718,?
0.0,0.0,0.0,-75.83,-205.5575,?
12.09,0.0,4.03,-75.34,-202.3776,?
0.0,0.0,0.0,-75.83,-205.5671,?
0.0,0.0,0.0,-75.83,-205.569,?
23.24,0.0,7.8,-73.94,-198.3223,?
18.8,0.2946,5.54,-74.95,-200.9924,?
0.0,0.0,0.0,-75.83,-205.5586,?
5.69,0.0,1.2,-75.76,-204.1716,?
16.53,0.2119,4.73,-75.44,-199.2861,?
17.46,0.2251,4.99,-75.19,-199.6872,?
15.84,0.0,4.51,-75.04,-202.0749,?
7.04,0.0,2.84,-74.9,-203.934,?
2.63,0.0,0.9,-75.74,-204.8506,?
13.91,0.0,3.06,-75.56,-201.9837,?
12.83,0.0,2.76,-75.63,-201.9876,?
14.11,0.3509,3.79,-75.33,-202.7756,?
10.89,0.0,2.76,-75.55,-202.6703,?
17.52,0.0,4.14,-75.47,-201.281,?
19.85,0.7539,6.32,-75.07,-199.0936,?
0.0,0.0,0.0,-75.83,-205.5445,?
25.99,0.0,8.42,-74.07,-196.6895,?
33.48,0.5536,9.69,-74.54,-197.0038,?
3.1,0.4976,1.09,-75.73,-204.4523,?
27.8,0.4074,8.93,-74.36,-194.9558,?
0.0,0.0,0.0,-75.83,-205.5505,?
9.29,0.3623,2.3,-75.69,-202.2787,?
0.0,0.0,0.0,-75.83,-205.5429,?
2.9,0.0,0.96,-75.71,-204.8544,?
2.71,0.0,0.86,-75.7,-204.875,?
11.47,0.0,2.9,-75.47,-203.4664,?
6.6,0.0,1.4,-75.7,-204.1746,?
7.68,0.0,1.79,-75.68,-203.4894,?
6.26,0.0,1.35,-75.75,-204.1657,?
20.13,0.0,6.62,-74.11,-200.2965,?
9.42,0.0,2.49,-75.6,-203.0711,?
2.5,0.0,0.78,-75.71,-204.88,?
7.89,0.0,2.63,-75.25,-204.1637,?
0.0,0.0,0.0,-75.83,-205.5658,?
1.54,0.0,0.47,-75.8,-204.8866,?
2.66,0.0,0.91,-75.74,-204.8501,?
2.77,0.0,0.85,-75.67,-204.89,?
16.71,0.2815,4.6,-75.49,-200.5895,?
0.0,0.0,0.0,-75.83,-205.5644,?
17.86,0.2113,4.33,-75.49,-199.9149,?
18.16,0.0,4.39,-75.44,-200.5983,?
16.66,0.0,4.9,-74.61,-202.6431,?
5.86,0.0,1.24,-75.76,-204.1697,?
20.41,0.3681,6.63,-74.51,-200.2886,?
7.0,0.0,1.51,-75.68,-204.1707,?
6.01,0.0,1.28,-75.75,-204.1682,?
0.0,0.0,0.0,-75.83,-205.564,?
7.79,0.0,2.47,-75.54,-203.483,?
11.57,0.0,3.07,-75.47,-203.4591,?
11.93,0.0,3.14,-75.57,-201.6985,?
11.34,0.0,2.77,-75.39,-203.3486,?
6.08,0.3826,2.11,-75.59,-203.7527,?
21.37,0.0,6.81,-74.56,-198.356,?
20.28,0.0,6.02,-75.03,-198.4198,?
20.72,0.0,6.43,-74.69,-198.6829,?
24.46,0.214,7.42,-74.79,-196.0427,?
18.79,0.0,5.85,-74.65,-198.6428,?
0.0,0.0,0.0,-75.83,-205.5538,?
22.17,0.0,7.13,-74.36,-196.7245,?
22.33,0.0,6.79,-74.88,-198.4919,?
12.89,0.5037,4.95,-74.6,-201.6789,?
19.82,0.0,6.36,-73.83,-199.7582,?
5.78,0.0,1.2,-75.72,-204.1842,?
0.0,0.0,0.0,-75.83,-205.5547,?
10.55,0.7778,4.03,-74.31,-203.4531,?
17.53,0.4504,6.9,-73.3,-201.9548,?
14.51,0.0,4.03,-75.45,-201.5678,?
5.94,0.0,1.26,-75.76,-204.169,?
7.41,0.0,1.66,-75.7,-204.1566,?
21.12,0.0,6.75,-74.38,-199.8895,?
14.93,0.0,3.49,-75.48,-202.0973,?
16.94,0.0,5.2,-74.81,-201.1672,?
11.29,0.0,2.87,-75.63,-201.986,?
22.76,0.0,7.53,-73.99,-198.9163,?
6.47,0.8042,2.71,-11.01,-45.8033,?
4.46,0.4509,1.38,-11.33,-46.9839,?
6.14,0.7433,2.5,-11.13,-45.9723,?
6.41,0.6944,2.13,-11.24,-46.9781,?
5.73,0.6972,1.92,-11.22,-46.5756,?
5.68,0.6114,1.77,-11.29,-45.6074,?
3.13,0.3767,1.04,-11.31,-47.2711,?
6.2,0.7543,2.54,-11.1,-46.1699,?
9.3,1.1519,3.7,-10.77,-44.965,?
4.36,0.582,1.61,-11.17,-46.7586,?
9.49,1.1816,3.61,-11.02,-45.3706,?
6.56,0.8213,2.77,-10.86,-46.4164,?
9.51,1.1792,3.64,-11.03,-45.0361,?
10.14,1.1826,3.68,-11.06,-44.9031,?
4.16,0.5461,1.51,-11.17,-47.265,?
0.0,0.0,0.0,-11.43,-48.3642,?
3.42,0.3394,1.14,-11.36,-47.6715,?
8.69,1.0528,3.4,-10.95,-45.1104,?
9.07,1.1157,3.54,-10.94,-45.5922,?
6.26,0.7644,2.57,-11.02,-46.5714,?
0.0,0.0,0.0,-11.43,-48.3673,?
6.21,0.756,2.55,-11.05,-46.5717,?
5.05,0.5213,1.6,-11.31,-46.9816,?
6.07,0.7306,2.46,-11.1,-46.5725,?
0.0,0.0,0.0,-11.43,-48.3619,?
4.62,0.6327,1.75,-11.11,-46.7566,?
5.99,0.7172,2.41,-11.1,-46.7538,?
4.42,0.47,1.58,-11.31,-47.2672,?
8.52,1.1624,3.19,-10.88,-45.879,?
5.47,0.6283,2.12,-11.24,-46.5766,?
6.16,0.7466,2.51,-11.11,-46.1703,?
6.49,0.7422,2.2,-11.2,-46.2893,?
6.29,0.7701,2.59,-11.01,-46.5712,?
6.64,0.8375,2.82,-10.92,-45.7277,?
2.7,0.3147,0.87,-11.34,-47.275,?
6.05,0.7274,2.45,-11.11,-46.5726,?
5.73,0.6713,2.26,-11.18,-46.7553,?
9.41,1.1768,3.73,-10.81,-45.3686,?
6.22,0.7588,2.56,-11.04,-46.5716,?
10.61,1.2615,3.93,-10.98,-44.6794,?
5.9,0.7006,2.36,-11.16,-46.421,?
4.59,0.4953,1.46,-11.33,-46.5821,?
4.12,0.4681,1.28,-11.32,-46.9833,?
4.02,0.5211,1.44,-11.2,-47.2656,?
6.34,0.7803,2.63,-10.98,-46.5709,?
8.96,1.1009,3.55,-10.85,-44.9022,?
5.42,0.6194,2.09,-11.24,-46.5771,?
6.61,0.8325,2.8,-10.92,-45.8807,?
6.44,0.8223,2.26,-11.13,-46.0659,?
9.17,1.1051,3.5,-10.95,-45.879,?
6.59,0.8275,2.79,-10.83,-46.4162,?
6.39,0.79,2.66,-10.94,-46.5706,?
6.17,0.7488,2.52,-11.08,-46.419,?
6.18,0.7505,2.53,-11.06,-46.5718,?
6.22,0.7573,2.55,-11.08,-46.2863,?
5.33,0.6051,2.04,-11.2,-47.2637,?
5.39,0.6147,2.07,-11.22,-46.9781,?
9.23,1.114,3.53,-10.94,-45.8789,?
2.76,0.3227,0.89,-11.34,-47.2744,?
5.54,0.6394,2.15,-11.22,-46.7564,?
5.53,0.5799,1.78,-11.29,-46.9802,?
5.53,0.6375,2.15,-11.23,-46.5762,?
5.57,0.6444,2.17,-11.21,-46.7562,?
6.14,0.7427,2.5,-11.11,-46.287,?
3.2,0.3136,1.06,-11.37,-47.6724,?
5.16,0.5463,1.66,-11.31,-46.981,?
3.32,0.4055,1.12,-11.3,-46.9874,?
4.41,0.5931,1.64,-11.17,-46.5784,?
6.68,0.8453,2.85,-10.87,-45.88,?
6.15,0.7451,2.51,-11.1,-46.2869,?
4.09,0.5339,1.48,-11.21,-46.9808,?
11.17,1.4911,4.58,-10.64,-44.0101,?
6.35,0.7817,2.63,-11.06,-45.8839,?
12.88,0.0,0.0,-10.72,-43.8027,?
5.11,0.5715,1.92,-11.26,-46.9795,?
8.79,1.0699,3.4,-11.0,-45.5931,?
8.55,1.0068,3.2,-11.07,-45.8807,?
6.5,0.8097,2.73,-10.96,-46.1672,?
9.39,1.1661,3.68,-10.87,-45.7244,?
6.05,0.7265,2.45,-11.14,-46.1714,?
4.52,0.613,1.7,-11.06,-47.2635,?
5.22,0.5878,1.98,-11.25,-46.9789,?
5.06,0.5636,1.9,-11.28,-46.7595,?
6.59,0.8287,2.79,-10.92,-45.9672,?
6.35,0.7813,2.63,-11.06,-45.8839,?
6.19,0.7526,2.53,-11.05,-46.5718,?
8.37,1.1508,3.16,-10.89,-44.5014,?
4.49,0.6066,1.68,-11.14,-46.7576,?
6.56,0.8218,2.77,-10.91,-46.1666,?
2.07,0.2295,0.64,-11.37,-47.6767,?
8.65,1.0274,3.28,-11.04,-45.7269,?
6.71,0.8515,2.87,-10.89,-45.478,?
6.49,0.8087,2.72,-10.94,-46.2841,?
4.54,0.4866,1.64,-11.31,-47.2666,?
8.49,0.9896,3.12,-11.08,-46.2846,?
6.6,0.829,2.79,-10.86,-46.2833,?
6.16,0.7461,2.51,-11.1,-46.2868,?
6.43,0.7978,2.69,-11.02,-45.9689,?
6.49,0.8088,2.72,-10.99,-45.9683,?
6.44,0.7992,2.69,-11.02,-45.8828,?
6.14,0.7433,2.5,-11.12,-46.0664,?
5.59,0.6488,2.18,-11.22,-46.4236,?
5.86,0.6415,1.93,-11.26,-46.577,?
6.77,0.8625,2.9,-10.84,-45.4771,?
6.15,0.7456,2.51,-11.1,-46.2868,?
6.89,0.8874,2.99,-10.61,-45.8777,?
8.33,0.9817,3.15,-11.08,-45.5951,?
6.33,0.7779,2.62,-11.06,-45.9701,?
6.31,0.7739,2.61,-11.07,-45.9704,?
6.5,0.8105,2.73,-11.01,-45.6615,?
6.51,0.8132,2.74,-10.95,-46.167,?
5.81,0.6851,2.31,-11.19,-46.2899,?
6.14,0.744,2.51,-11.12,-46.0663,?
8.85,1.0923,3.54,-10.82,-44.6805,?
6.41,0.7928,2.67,-11.02,-46.0636,?
6.12,0.7404,2.49,-11.08,-46.5722,?
6.18,0.7512,2.53,-11.06,-46.5718,?
6.07,0.7312,2.46,-11.14,-46.0671,?
6.08,0.7325,2.47,-11.13,-46.171,?
5.85,0.6914,2.33,-11.17,-46.5739,?
5.27,0.5481,1.68,-11.3,-46.981,?
5.47,0.6288,2.12,-11.24,-46.5766,?
2.85,0.2723,0.92,-11.38,-47.6742,?
10.81,1.3,4.06,-10.9,-44.4173,?
4.56,0.4891,1.65,-11.25,-47.6682,?
6.32,0.7756,2.61,-11.04,-46.2855,?
5.1,0.5697,1.92,-11.24,-47.2644,?
6.16,0.6807,2.04,-11.24,-46.576,?
4.8,0.5239,1.76,-11.3,-46.7615,?
6.36,0.7833,2.64,-11.06,-45.8838,?
8.98,0.9986,3.02,-11.19,-45.1934,?
8.99,1.103,3.56,-10.86,-44.9664,?
4.84,0.4955,1.52,-11.32,-46.9824,?
3.3,0.4034,1.12,-11.3,-47.2698,?
0.0,1.6138,4.92,-10.79,-43.6859,?
8.58,0.9618,2.87,-11.21,-44.9089,?
5.5,0.6806,1.86,-11.24,-46.2911,?
6.67,0.8437,2.84,-10.9,-45.659,?
8.13,1.0995,3.01,-11.01,-45.038,?
6.87,0.8722,2.39,-11.06,-46.9759,?
6.68,0.8845,2.41,-11.1,-45.8834,?
5.72,0.6407,1.9,-11.28,-46.577,?
6.45,0.8013,2.7,-11.02,-45.8035,?
5.06,0.6237,1.7,-11.26,-46.0728,?
3.2,0.3878,1.08,-11.3,-47.2705,?
0.0,0.0,0.0,-11.43,-48.3648,?
4.28,0.4303,1.32,-11.34,-46.9846,?
10.98,1.3078,3.9,-11.02,-44.6799,?
7.15,0.7674,2.26,-11.26,-46.2888,?
5.64,0.6569,2.21,-11.11,-47.2627,?
7.43,0.9787,2.69,-10.99,-46.2847,?
6.72,0.8537,2.87,-10.84,-45.8001,?
5.66,0.6599,2.22,-11.19,-46.7556,?
5.78,0.7043,1.93,-11.21,-46.5755,?
6.56,0.8213,2.77,-10.92,-46.1667,?
5.48,0.5927,1.78,-11.28,-46.5784,?
7.01,0.9239,2.54,-11.03,-45.8824,?
6.5,0.8102,2.73,-10.96,-46.1672,?
3.85,0.4924,1.37,-11.23,-47.2665,?
3.74,0.4734,1.31,-11.24,-47.2671,?
3.0,0.3577,0.99,-11.3,-47.6709,?
4.96,0.5478,1.84,-11.29,-46.7602,?
0.0,0.0,0.0,-11.43,-48.3616,?
7.93,1.0568,2.9,-11.0,-45.6587,?
6.29,0.7418,2.17,-11.19,-45.8879,?
3.56,0.4436,1.23,-11.28,-46.9851,?
5.63,0.6543,2.2,-11.11,-47.2627,?
4.1,0.5353,1.48,-11.22,-46.7609,?
3.99,0.5172,1.43,-11.22,-46.9815,?
5.3,0.6332,1.74,-11.25,-46.5772,?
2.66,0.2519,0.85,-11.38,-47.6753,?
3.38,0.4154,1.15,-11.3,-46.9868,?
9.08,1.2702,3.48,-10.85,-44.7846,?
6.13,0.7414,2.5,-11.12,-46.0665,?
4.63,0.4991,1.68,-11.3,-47.2663,?
5.9,0.7186,1.97,-11.19,-46.9777,?
6.39,0.7898,2.66,-11.04,-45.9694,?
6.37,0.7857,2.65,-11.04,-46.0639,?
6.3,0.7732,2.6,-11.07,-45.9704,?
5.75,0.6753,2.27,-11.2,-46.4222,?
3.57,0.4452,1.23,-11.28,-46.985,?
5.81,0.6859,2.31,-11.19,-46.2899,?
5.19,0.5835,1.96,-11.26,-46.7586,?
5.92,0.7043,2.37,-11.17,-46.2889,?
0.0,0.0,0.0,-11.43,-48.368,?
8.23,0.9881,3.17,-11.07,-45.3732,?
